Student_ID,Class,Section,Month,Subject,Monthly_Test_50,Midterm_100,Final_100
1004,1,B,September,English,37,55,60
1004,1,B,September,Science,34,71,54
1004,1,B,September,Math,27,54,55
1004,1,B,September,Geography,37,72,51
1004,1,B,September,Social Studies,31,59,59
1004,1,B,September,Islamiat,36,74,64
1004,1,B,September,Computer,29,70,55
1004,1,B,October,Urdu,26,54,56
1004,1,B,October,English,25,69,74
1004,1,B,October,Science,29,50,64
1004,1,B,October,Math,32,65,67
1004,1,B,October,Geography,37,50,69
1004,1,B,October,Social Studies,32,57,56
1004,1,B,October,Islamiat,34,71,65
1004,1,B,October,Computer,32,63,64
1004,1,B,November,Urdu,26,69,69
1004,1,B,November,English,25,57,67
1004,1,B,November,Science,29,69,70
1004,1,B,November,Math,33,56,51
1004,1,B,November,Geography,27,54,51
1004,1,B,November,Social Studies,35,61,51
1004,1,B,November,Islamiat,27,51,71
1004,1,B,November,Computer,34,69,59
1004,1,B,December,Urdu,30,52,51
1004,1,B,December,English,26,63,55
1004,1,B,December,Science,27,71,59
1004,1,B,December,Math,34,71,72
1004,1,B,December,Geography,36,69,68
1004,1,B,December,Social Studies,37,67,55
1004,1,B,December,Islamiat,32,73,68
1004,1,B,December,Computer,30,51,52
1004,1,B,January,Urdu,37,59,60
1004,1,B,January,English,30,62,52
1004,1,B,January,Science,37,63,67
1004,1,B,January,Math,26,59,65
1004,1,B,January,Geography,27,53,72
1004,1,B,January,Social Studies,29,60,66
1004,1,B,January,Islamiat,31,66,56
1004,1,B,January,Computer,36,56,69
1004,1,B,February,Urdu,25,53,68
1004,1,B,February,English,36,70,66
1004,1,B,February,Science,26,65,73
1004,1,B,February,Math,36,69,75
1004,1,B,February,Geography,36,59,63
1004,1,B,February,Social Studies,34,60,58
1004,1,B,February,Islamiat,33,68,69
1004,1,B,February,Computer,30,54,69
1004,1,B,March,Urdu,34,65,66
1004,1,B,March,English,36,70,65
1004,1,B,March,Science,32,75,55
1004,1,B,March,Math,34,57,72
1004,1,B,March,Geography,29,56,50
1004,1,B,March,Social Studies,26,50,64
1004,1,B,March,Islamiat,35,75,53
1004,1,B,March,Computer,36,56,75
1005,1,B,April,Urdu,34,63,63
1005,1,B,April,English,25,60,61
1005,1,B,April,Science,33,75,70
1005,1,B,April,Math,28,50,70
1005,1,B,April,Geography,28,72,59
1005,1,B,April,Social Studies,29,75,52
1005,1,B,April,Islamiat,29,59,66
1005,1,B,April,Computer,33,60,74
1005,1,B,May,Urdu,25,53,71
1005,1,B,May,English,30,60,62
1005,1,B,May,Science,36,68,69
1005,1,B,May,Math,25,55,56
1005,1,B,May,Geography,30,60,71
1005,1,B,May,Social Studies,32,65,75
1005,1,B,May,Islamiat,25,70,54
1005,1,B,May,Computer,32,54,70
1005,1,B,August,Urdu,32,67,60
1005,1,B,August,English,32,75,63
1005,1,B,August,Science,36,51,66
1005,1,B,August,Math,29,68,73
1005,1,B,August,Geography,35,60,67
1005,1,B,August,Social Studies,33,50,56
1005,1,B,August,Islamiat,34,71,60
1005,1,B,August,Computer,37,75,61
1005,1,B,September,Urdu,26,54,58
1005,1,B,September,English,25,60,62
1005,1,B,September,Science,35,67,55
1005,1,B,September,Math,34,69,62
1005,1,B,September,Geography,27,69,53
1005,1,B,September,Social Studies,37,74,59
1005,1,B,September,Islamiat,36,60,72
1005,1,B,September,Computer,25,58,63
1005,1,B,October,Urdu,26,65,57
1005,1,B,October,English,30,64,59
1005,1,B,October,Science,28,66,59
1005,1,B,October,Math,27,53,61
1005,1,B,October,Geography,37,51,74
1005,1,B,October,Social Studies,28,52,64
1005,1,B,October,Islamiat,33,50,75
1005,1,B,October,Computer,32,66,54
1005,1,B,November,Urdu,28,60,65
1005,1,B,November,English,36,66,59
1005,1,B,November,Science,37,60,54
1005,1,B,November,Math,37,53,66
1005,1,B,November,Geography,35,54,56
1005,1,B,November,Social Studies,36,51,64
1005,1,B,November,Islamiat,31,72,66
1005,1,B,November,Computer,26,50,59
1005,1,B,December,Urdu,25,71,69
1005,1,B,December,English,26,60,64
1005,1,B,December,Science,25,53,66
1005,1,B,December,Math,37,71,73
1005,1,B,December,Geography,29,50,68
1005,1,B,December,Social Studies,37,59,70
1005,1,B,December,Islamiat,28,60,56
1005,1,B,December,Computer,28,59,58
1005,1,B,January,Urdu,33,60,74
1005,1,B,January,English,32,71,53
1005,1,B,January,Science,29,54,55
1005,1,B,January,Math,29,53,50
1005,1,B,January,Geography,34,67,66
1005,1,B,January,Social Studies,26,56,67
1005,1,B,January,Islamiat,30,67,60
1005,1,B,January,Computer,29,54,72
1005,1,B,February,Urdu,37,59,68
1005,1,B,February,English,28,55,52
1005,1,B,February,Science,29,69,60
1005,1,B,February,Math,33,64,51
1005,1,B,February,Geography,27,50,65
1005,1,B,February,Social Studies,35,51,53
1005,1,B,February,Islamiat,31,51,52
1005,1,B,February,Computer,31,62,55
1005,1,B,March,Urdu,36,69,68
1005,1,B,March,English,35,72,72
1005,1,B,March,Science,32,69,61
1005,1,B,March,Math,29,60,56
1005,1,B,March,Geography,36,74,71
1005,1,B,March,Social Studies,37,67,52
1005,1,B,March,Islamiat,37,74,64
1005,1,B,March,Computer,34,54,52
1006,1,A,April,Urdu,37,72,64
1006,1,A,April,English,26,64,59
1006,1,A,April,Science,35,70,72
1006,1,A,April,Math,37,64,65
1006,1,A,April,Geography,28,57,54
1006,1,A,April,Social Studies,34,58,61
1006,1,A,April,Islamiat,31,55,72
1006,1,A,April,Computer,35,60,75
1006,1,A,May,Urdu,30,64,65
1006,1,A,May,English,25,52,65
1006,1,A,May,Science,26,61,65
1006,1,A,May,Math,32,55,59
1006,1,A,May,Geography,37,61,69
1006,1,A,May,Social Studies,34,54,66
1006,1,A,May,Islamiat,26,62,72
1006,1,A,May,Computer,37,53,60
1006,1,A,August,Urdu,33,70,52
1006,1,A,August,English,37,59,67
1006,1,A,August,Science,32,62,68
1006,1,A,August,Math,31,57,69
1006,1,A,August,Geography,28,67,55
1006,1,A,August,Social Studies,32,62,52
1006,1,A,August,Islamiat,30,56,72
1006,1,A,August,Computer,34,63,75
1006,1,A,September,Urdu,31,68,75
1006,1,A,September,English,30,67,72
1006,1,A,September,Science,28,55,71
1006,1,A,September,Math,35,52,73
1006,1,A,September,Geography,36,68,65
1006,1,A,September,Social Studies,26,68,69
1006,1,A,September,Islamiat,32,60,67
1006,1,A,September,Computer,26,64,55
1006,1,A,October,Urdu,29,62,52
1006,1,A,October,English,34,53,71
1006,1,A,October,Science,34,74,62
1006,1,A,October,Math,30,65,70
1006,1,A,October,Geography,35,51,52
1006,1,A,October,Social Studies,28,54,68
1006,1,A,October,Islamiat,37,70,75
1006,1,A,October,Computer,25,74,54
1006,1,A,November,Urdu,35,54,64
1006,1,A,November,English,33,59,62
1006,1,A,November,Science,34,68,64
1006,1,A,November,Math,28,56,71
1006,1,A,November,Geography,30,59,68
1006,1,A,November,Social Studies,37,71,59
1006,1,A,November,Islamiat,31,72,61
1006,1,A,November,Computer,26,68,50
1006,1,A,December,Urdu,34,66,62
1006,1,A,December,English,27,59,51
1006,1,A,December,Science,30,67,51
1006,1,A,December,Math,25,72,67
1006,1,A,December,Geography,30,53,59
1006,1,A,December,Social Studies,25,57,63
1006,1,A,December,Islamiat,36,68,62
1006,1,A,December,Computer,35,60,72
1006,1,A,January,Urdu,31,62,62
1006,1,A,January,English,31,67,56
1006,1,A,January,Science,35,55,65
1006,1,A,January,Math,27,56,67
1006,1,A,January,Geography,31,61,63
1006,1,A,January,Social Studies,27,59,71
1006,1,A,January,Islamiat,27,54,50
1006,1,A,January,Computer,26,70,50
1006,1,A,February,Urdu,27,73,65
1006,1,A,February,English,35,63,54
1006,1,A,February,Science,26,54,70
1006,1,A,February,Math,37,63,64
1006,1,A,February,Geography,37,72,69
1006,1,A,February,Social Studies,31,69,55
1006,1,A,February,Islamiat,32,66,63
1006,1,A,February,Computer,33,64,62
1006,1,A,March,Urdu,30,57,55
1006,1,A,March,English,31,69,50
1006,1,A,March,Science,34,65,73
1006,1,A,March,Math,28,72,66
1006,1,A,March,Geography,29,63,67
1006,1,A,March,Social Studies,34,61,51
1006,1,A,March,Islamiat,25,68,65
1006,1,A,March,Computer,36,61,53
1007,1,A,April,Urdu,24,45,32
1007,1,A,April,English,17,46,38
1007,1,A,April,Science,22,46,32
1007,1,A,April,Math,23,49,32
1007,1,A,April,Geography,18,45,50
1007,1,A,April,Social Studies,25,32,50
1007,1,A,April,Islamiat,23,48,39
1007,1,A,April,Computer,24,31,40
1007,1,A,May,Urdu,23,30,45
1007,1,A,May,English,22,46,45
1007,1,A,May,Science,24,40,43
1007,1,A,May,Math,20,39,39
1007,1,A,May,Geography,17,31,49
1007,1,A,May,Social Studies,19,48,38
1007,1,A,May,Islamiat,15,50,45
1007,1,A,May,Computer,24,35,48
1007,1,A,August,Urdu,15,39,49
1007,1,A,August,English,15,39,45
1007,1,A,August,Science,16,34,46
1007,1,A,August,Math,16,38,38
1007,1,A,August,Geography,17,49,38
1007,1,A,August,Social Studies,19,38,30
1007,1,A,August,Islamiat,16,49,35
1007,1,A,August,Computer,24,34,44
1007,1,A,September,Urdu,20,35,38
1007,1,A,September,English,18,45,35
1007,1,A,September,Science,23,31,40
1007,1,A,September,Math,16,34,49
1007,1,A,September,Geography,17,45,43
1007,1,A,September,Social Studies,21,37,44
1007,1,A,September,Islamiat,25,35,36
1007,1,A,September,Computer,24,41,31
1007,1,A,October,Urdu,25,38,33
1007,1,A,October,English,15,35,44
1007,1,A,October,Science,21,45,39
1007,1,A,October,Math,22,47,37
1007,1,A,October,Geography,21,42,45
1007,1,A,October,Social Studies,19,34,46
1007,1,A,October,Islamiat,21,30,39
1007,1,A,October,Computer,22,42,40
1007,1,A,November,Urdu,23,31,33
1007,1,A,November,English,23,50,41
1007,1,A,November,Science,21,49,50
1007,1,A,November,Math,19,40,38
1007,1,A,November,Geography,19,33,38
1007,1,A,November,Social Studies,25,48,42
1007,1,A,November,Islamiat,22,37,48
1007,1,A,November,Computer,18,46,40
1007,1,A,December,Urdu,25,35,40
1007,1,A,December,English,23,30,30
1007,1,A,December,Science,16,30,43
1007,1,A,December,Math,16,46,33
1007,1,A,December,Geography,25,44,41
1007,1,A,December,Social Studies,18,39,38
1007,1,A,December,Islamiat,18,31,30
1007,1,A,December,Computer,24,32,31
1007,1,A,January,Urdu,24,36,49
1007,1,A,January,English,25,33,33
1007,1,A,January,Science,16,49,34
1007,1,A,January,Math,21,50,48
1007,1,A,January,Geography,17,33,35
1007,1,A,January,Social Studies,19,39,44
1007,1,A,January,Islamiat,25,32,50
1007,1,A,January,Computer,22,38,43
1007,1,A,February,Urdu,25,40,38
1007,1,A,February,English,17,32,38
1007,1,A,February,Science,15,42,42
1007,1,A,February,Math,20,31,38
1007,1,A,February,Geography,19,35,44
1007,1,A,February,Social Studies,16,45,36
1007,1,A,February,Islamiat,24,42,35
1007,1,A,February,Computer,25,45,33
1007,1,A,March,Urdu,17,47,43
1007,1,A,March,English,18,49,50
1007,1,A,March,Science,16,44,38
1007,1,A,March,Math,16,31,32
1007,1,A,March,Geography,16,48,38
1007,1,A,March,Social Studies,22,30,45
1007,1,A,March,Islamiat,17,50,50
1007,1,A,March,Computer,15,31,42
1008,1,B,April,Urdu,29,54,72
1008,1,B,April,English,30,62,68
1008,1,B,April,Science,25,66,72
1008,1,B,April,Math,37,65,65
1008,1,B,April,Geography,31,62,73
1008,1,B,April,Social Studies,37,75,75
1008,1,B,April,Islamiat,26,67,57
1008,1,B,April,Computer,25,62,72
1008,1,B,May,Urdu,37,65,53
1008,1,B,May,English,34,67,61
1008,1,B,May,Science,30,71,59
1008,1,B,May,Math,31,51,70
1008,1,B,May,Geography,35,52,61
1008,1,B,May,Social Studies,33,60,52
1008,1,B,May,Islamiat,32,74,74
1008,1,B,May,Computer,29,70,56
1008,1,B,August,Urdu,27,67,51
1008,1,B,August,English,31,71,56
1008,1,B,August,Science,29,72,62
1008,1,B,August,Math,26,70,72
1008,1,B,August,Geography,30,65,52
1008,1,B,August,Social Studies,35,64,73
1008,1,B,August,Islamiat,28,54,51
1008,1,B,August,Computer,28,50,73
1008,1,B,September,Urdu,34,57,65
1008,1,B,September,English,31,52,75
1008,1,B,September,Science,33,70,59
1008,1,B,September,Math,32,67,75
1008,1,B,September,Geography,32,50,51
1008,1,B,September,Social Studies,30,51,60
1008,1,B,September,Islamiat,37,73,51
1008,1,B,September,Computer,31,53,56
1008,1,B,October,Urdu,37,70,71
1008,1,B,October,English,33,64,71
1008,1,B,October,Science,33,54,73
1008,1,B,October,Math,34,57,52
1008,1,B,October,Geography,25,73,54
1008,1,B,October,Social Studies,32,70,50
1008,1,B,October,Islamiat,32,69,51
1008,1,B,October,Computer,28,72,70
1008,1,B,November,Urdu,27,50,55
1008,1,B,November,English,35,51,59
1008,1,B,November,Science,37,53,64
1008,1,B,November,Math,34,55,68
1008,1,B,November,Geography,26,53,53
1008,1,B,November,Social Studies,32,69,75
1008,1,B,November,Islamiat,34,57,52
1008,1,B,November,Computer,37,56,63
1008,1,B,December,Urdu,30,75,73
1008,1,B,December,English,35,62,60
1008,1,B,December,Science,26,71,68
1008,1,B,December,Math,33,54,60
1008,1,B,December,Geography,37,56,74
1008,1,B,December,Social Studies,25,68,55
1008,1,B,December,Islamiat,30,52,53
1008,1,B,December,Computer,29,54,74
1008,1,B,January,Urdu,31,55,72
1008,1,B,January,English,30,67,55
1008,1,B,January,Science,32,57,68
1008,1,B,January,Math,25,54,53
1008,1,B,January,Geography,37,70,69
1008,1,B,January,Social Studies,31,74,55
1008,1,B,January,Islamiat,25,65,52
1008,1,B,January,Computer,25,50,55
1008,1,B,February,Urdu,26,72,70
1008,1,B,February,English,34,59,63
1008,1,B,February,Science,36,75,75
1008,1,B,February,Math,37,65,72
1008,1,B,February,Geography,27,56,54
1008,1,B,February,Social Studies,35,58,66
1008,1,B,February,Islamiat,32,63,57
1008,1,B,February,Computer,27,69,72
1008,1,B,March,Urdu,25,69,55
1008,1,B,March,English,36,65,69
1008,1,B,March,Science,26,70,75
1008,1,B,March,Math,29,61,63
1008,1,B,March,Geography,25,67,57
1008,1,B,March,Social Studies,28,53,66
1008,1,B,March,Islamiat,26,69,61
1008,1,B,March,Computer,37,67,66
1009,1,A,April,Urdu,28,64,74
1009,1,A,April,English,35,71,56
1009,1,A,April,Science,29,51,56
1009,1,A,April,Math,26,75,54
1009,1,A,April,Geography,35,65,65
1009,1,A,April,Social Studies,27,55,71
1009,1,A,April,Islamiat,25,51,70
1009,1,A,April,Computer,30,59,56
1009,1,A,May,Urdu,31,58,60
1009,1,A,May,English,34,75,74
1009,1,A,May,Science,32,51,53
1009,1,A,May,Math,36,51,67
1009,1,A,May,Geography,27,55,75
1009,1,A,May,Social Studies,25,65,66
1009,1,A,May,Islamiat,26,52,57
1009,1,A,May,Computer,36,64,68
1009,1,A,August,Urdu,34,60,63
1009,1,A,August,English,28,73,71
1009,1,A,August,Science,30,57,74
1009,1,A,August,Math,26,60,57
1009,1,A,August,Geography,26,57,73
1009,1,A,August,Social Studies,31,56,62
1009,1,A,August,Islamiat,28,52,65
1009,1,A,August,Computer,34,65,51
1009,1,A,September,Urdu,31,54,56
1009,1,A,September,English,34,64,55
1009,1,A,September,Science,31,61,54
1009,1,A,September,Math,32,73,56
1009,1,A,September,Geography,35,61,58
1009,1,A,September,Social Studies,28,60,54
1009,1,A,September,Islamiat,25,72,68
1009,1,A,September,Computer,25,58,54
1009,1,A,October,Urdu,26,64,64
1009,1,A,October,English,31,55,74
1009,1,A,October,Science,30,57,59
1009,1,A,October,Math,34,55,75
1009,1,A,October,Geography,37,70,69
1009,1,A,October,Social Studies,27,68,67
1009,1,A,October,Islamiat,28,52,63
1009,1,A,October,Computer,33,65,56
1009,1,A,November,Urdu,34,65,64
1009,1,A,November,English,29,50,73
1009,1,A,November,Science,31,73,57
1009,1,A,November,Math,28,60,63
1009,1,A,November,Geography,34,57,68
1009,1,A,November,Social Studies,27,68,50
1009,1,A,November,Islamiat,31,51,51
1009,1,A,November,Computer,32,73,74
1009,1,A,December,Urdu,33,51,63
1009,1,A,December,English,33,62,65
1009,1,A,December,Science,37,75,72
1009,1,A,December,Math,26,64,65
1009,1,A,December,Geography,28,52,67
1009,1,A,December,Social Studies,37,50,72
1009,1,A,December,Islamiat,36,63,56
1009,1,A,December,Computer,27,61,59
1009,1,A,January,Urdu,28,70,52
1009,1,A,January,English,25,65,71
1009,1,A,January,Science,29,55,72
1009,1,A,January,Math,32,68,73
1009,1,A,January,Geography,34,50,64
1009,1,A,January,Social Studies,32,74,54
1009,1,A,January,Islamiat,36,62,55
1009,1,A,January,Computer,37,61,70
1009,1,A,February,Urdu,32,72,70
1009,1,A,February,English,25,70,52
1009,1,A,February,Science,31,72,60
1009,1,A,February,Math,33,51,59
1009,1,A,February,Geography,31,74,58
1009,1,A,February,Social Studies,36,69,67
1009,1,A,February,Islamiat,34,75,56
1009,1,A,February,Computer,37,71,52
1009,1,A,March,Urdu,34,60,73
1009,1,A,March,English,25,66,71
1009,1,A,March,Science,30,51,53
1009,1,A,March,Math,31,61,64
1009,1,A,March,Geography,34,51,61
1009,1,A,March,Social Studies,30,55,70
1009,1,A,March,Islamiat,33,72,52
1009,1,A,March,Computer,33,72,74
1010,1,A,April,Urdu,18,34,40
1010,1,A,April,English,18,47,33
1010,1,A,April,Science,25,45,48
1010,1,A,April,Math,18,37,40
1010,1,A,April,Geography,20,38,46
1010,1,A,April,Social Studies,25,43,38
1010,1,A,April,Islamiat,15,32,41
